Period,Date,MonthID,Category,Manufacturer,MOLECULE,SKU,Units,Sales
OCT23-SEP24,1/12/2023,202312,SENSORY ORGANS,MUNDIPHARMA,TIMOLOL,TIMOPTOL EYE DROPS 0.5 % 5 ML,13787,245086.6319
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,MUNDIPHARMA,TIMOLOL,TIMOPTOL EYE DROPS 0.5 % 5 ML,8789,184999.8598
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,MUNDIPHARMA,TIMOLOL,TIMOPTOL XE EYE DROPS 0.5 % 2.5 ML,8163,176075.9839
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,MUNDIPHARMA,TIMOLOL,TIMOPTOL XE EYE DROPS 0.5 % 2.5 ML,7933,170162.9752
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,NOVARTIS,BETAXOLOL,BETOPTIC EYE DROPS 0.5 % 5 ML,852,20375.50645
OCT23-SEP24,1/02/2024,202402,SENSORY ORGANS,NOVARTIS,BETAXOLOL,BETOQUIN EYE DROPS 0.5 % 5 ML,580,11614.17228
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,NOVARTIS,BETAXOLOL,BETOQUIN EYE DROPS 0.5 % 5 ML,16,238.05649
OCT23-SEP24,1/03/2024,202403,SENSORY ORGANS,NOVARTIS,BRIMONIDINE + BRINZOLAMIDE,SIMBRINZA EYE DROPS 1 % /.2% 5 ML,18009,421030.1665
OCT23-SEP24,1/05/2024,202405,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,AZOPT EYE DROPS 1 % 5 ML,15502,268967.2788
OCT23-SEP24,1/03/2024,202403,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,AZOPT EYE DROPS 1 % 5 ML,13800,239436.7705
OCT23-SEP24,1/06/2024,202406,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,AZOPT EYE DROPS 1 % 5 ML,13635,236573.4728
OCT23-SEP24,1/07/2024,202407,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,AZOPT EYE DROPS 1 % 5 ML,14961,259581.2102
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,AZOPT EYE DROPS 1 % 5 ML,16120,312582.2247
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,AZOPT EYE DROPS 1 % 5 ML,15113,293055.2544
OCT23-SEP24,1/08/2024,202408,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,BRINZOQUIN EYE DROPS 1 % 5 ML,14529,332105.3208
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,BRINZOQUIN EYE DROPS 1 % 5 ML,15559,352921.8711
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,BRINZOQUIN EYE DROPS 1 % 5 ML,15905,362084.4371
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,BRINZOQUIN EYE DROPS 1 % 5 ML,16860,377209.9999
OCT24-SEP25,1/02/2025,202502,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE,BRINZOQUIN EYE DROPS 1 % 5 ML,13355,298040.9852
OCT23-SEP24,1/12/2023,202312,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE + TIMOLOL,AZARGA EYE DROPS 1 % /.5% 5 ML,16171,407596.826
OCT23-SEP24,1/04/2024,202404,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE + TIMOLOL,AZARGA EYE DROPS 1 % /.5% 5 ML,14949,372415.5354
OCT24-SEP25,1/08/2025,202508,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE + TIMOLOL,AZARGA EYE DROPS 1 % /.5% 5 ML,17711,436298.9257
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,BRINZOLAMIDE + TIMOLOL,AZARGA EYE DROPS 1 % /.5% 5 ML,18216,445941.6536
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN,CILOQUIN EYE DROPS 0.3 % 5 ML,322,4118.24097
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN,CILOXAN EAR DROPS 0.3 % 5 ML,11730,412909.9879
OCT23-SEP24,1/01/2024,202401,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN,CILOXAN EYE DROPS 0.3 % 5 ML,2365,37122.84833
OCT24-SEP25,1/02/2025,202502,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN,CILOXAN EYE DROPS 0.3 % 5 ML,2283,60466.65984
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN,CILOXAN EYE DROPS 0.3 % 5 ML,2748,43134.84
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN,CILOXAN EYE DROPS 0.3 % 5 ML,2241,59354.4147
OCT23-SEP24,1/04/2024,202404,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN + HYDROCORTISONE,CIPROXIN HC EAR DROPS 10 ML,12440,641973.5384
OCT23-SEP24,1/11/2023,202311,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN + HYDROCORTISONE,CIPROXIN HC EAR DROPS 10 ML,10164,502405.8959
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN + HYDROCORTISONE,CIPROXIN HC EAR DROPS 10 ML,12464,655925.0017
OCT24-SEP25,1/07/2025,202507,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN + HYDROCORTISONE,CIPROXIN HC EAR DROPS 10 ML,13118,690808.6615
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,CIPROFLOXACIN + HYDROCORTISONE,CIPROXIN HC EAR DROPS 10 ML,12202,644462.1478
OCT23-SEP24,1/08/2024,202408,SENSORY ORGANS,NOVARTIS,DEXAMETHASONE,MAXIDEX EYE DROPS 0.1 % 5 ML,49316,1133985.724
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,NOVARTIS,DEXAMETHASONE,MAXIDEX EYE DROPS 0.1 % 5 ML,45818,1048071.624
OCT24-SEP25,1/07/2025,202507,SENSORY ORGANS,NOVARTIS,DEXAMETHASONE,MAXIDEX EYE DROPS 0.1 % 5 ML,27889,855295.8731
OCT23-SEP24,1/03/2024,202403,SENSORY ORGANS,NOVARTIS,DICLOFENAC,VOLTAREN OPHTHA EYE DROPS 0.1 % 5 ML,191,4977.81598
OCT23-SEP24,1/07/2024,202407,SENSORY ORGANS,NOVARTIS,FLUOROMETHOLONE,FLAREX EYE DROPS 0.1 % 5 ML,470,5841.08781
OCT24-SEP25,1/07/2025,202507,SENSORY ORGANS,NOVARTIS,LIFITEGRAST,XIIDRA EYE DROP VIAL 5 % 60 X 0.2 ML,22,3667.47496
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,LIFITEGRAST,XIIDRA EYE DROP VIAL 5 % 60 X 0.2 ML,12,2000.44089
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,NOVARTIS,LIFITEGRAST,XIIDRA EYE DROP VIAL 5 % 60 X 0.2 ML,4,693.48617
OCT24-SEP25,1/07/2025,202507,SENSORY ORGANS,NOVARTIS,NEPAFENAC,ILEVRO EYE DROPS 0.3 % 3 ML,7458,307042.6624
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,NEPAFENAC,ILEVRO EYE DROPS 0.3 % 3 ML,6897,288043.2634
OCT23-SEP24,1/02/2024,202402,SENSORY ORGANS,NOVARTIS,OLOPATADINE,PATANOL EYE DROPS 0.1 % 5 ML,6476,326672.8754
OCT23-SEP24,1/06/2024,202406,SENSORY ORGANS,NOVARTIS,OLOPATADINE,PATANOL EYE DROPS 0.1 % 5 ML,5021,255840.0199
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,NOVARTIS,OLOPATADINE,PATANOL EYE DROPS 0.1 % 5 ML,10535,504097.6996
OCT24-SEP25,1/02/2025,202502,SENSORY ORGANS,NOVARTIS,OLOPATADINE,PATANOL EYE DROPS 0.1 % 5 ML,5536,286191.7436
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,OLOPATADINE,PATANOL EYE DROPS 0.1 % 5 ML,8465,438857.6428
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,NOVARTIS,OLOPATADINE,PATANOL EYE DROPS 0.1 % 5 ML,5673,293849.8878
OCT23-SEP24,1/12/2023,202312,SENSORY ORGANS,NOVARTIS,PILOCARPINE,ISOPTO CARPINE EYE DROPS 1 % 15 ML,1006,17438.24309
OCT23-SEP24,1/05/2024,202405,SENSORY ORGANS,NOVARTIS,PILOCARPINE,ISOPTO CARPINE EYE DROPS 1 % 15 ML,866,14467.80514
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,PILOCARPINE,ISOPTO CARPINE EYE DROPS 1 % 15 ML,848,14314.65052
OCT23-SEP24,1/03/2024,202403,SENSORY ORGANS,NOVARTIS,PILOCARPINE,ISOPTO CARPINE EYE DROPS 2 % 15 ML,1246,22460.05141
OCT23-SEP24,1/03/2024,202403,SENSORY ORGANS,NOVARTIS,PILOCARPINE,ISOPTO CARPINE EYE DROPS 4 % 15 ML,365,7403.8647
OCT23-SEP24,1/05/2024,202405,SENSORY ORGANS,NOVARTIS,RANIBIZUMAB,LUCENTIS PREFILL SYR 1.65 MG 0.165 ML,9870,7743777.268
OCT23-SEP24,1/12/2023,202312,SENSORY ORGANS,NOVARTIS,RANIBIZUMAB,LUCENTIS VIAL 2.3 MG 0.23 ML,235,184536.2679
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,NOVARTIS,RANIBIZUMAB,LUCENTIS VIAL 2.3 MG 0.23 ML,196,153927.6308
OCT23-SEP24,1/09/2024,202409,SENSORY ORGANS,NOVARTIS,TIMOLOL + TRAVOPROST,DUOTRAV 0.004% 0.5% BAK-FREE EYE DROPS 2.5 ML,16580,501489.192
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,NOVARTIS,TIMOLOL + TRAVOPROST,DUOTRAV 0.004% 0.5% BAK-FREE EYE DROPS 2.5 ML,17783,537875.8781
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,NOVARTIS,TIMOLOL + TRAVOPROST,DUOTRAV 0.004% 0.5% BAK-FREE EYE DROPS 2.5 ML,17002,514253.3385
OCT23-SEP24,1/09/2024,202409,SENSORY ORGANS,NOVARTIS,TOBRAMYCIN,TOBREX EYE DROPS 0.3 % 5 ML,6055,134388.8691
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,NOVARTIS,TOBRAMYCIN,TOBREX EYE DROPS 0.3 % 5 ML,2302,83621.24327
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,NOVARTIS,TOBRAMYCIN,TOBREX EYE DROPS 0.3 % 5 ML,6162,138202.5732
OCT24-SEP25,1/01/2025,202501,SENSORY ORGANS,NOVARTIS,TOBRAMYCIN,TOBREX EYE OINTMENT 0.3 % 3.5 G,1484,36218.20932
OCT23-SEP24,1/07/2024,202407,SENSORY ORGANS,NOVARTIS,TRAVOPROST,TRAVATAN BAK FREE EYE DROPS 0.004 % 2.5 ML,10815,349416.0586
OCT23-SEP24,1/08/2024,202408,SENSORY ORGANS,NOVARTIS,TRAVOPROST,TRAVATAN BAK FREE EYE DROPS 0.004 % 2.5 ML,10906,352100.8345
OCT23-SEP24,1/05/2024,202405,SENSORY ORGANS,OPHTHALMIC LABS,SODIUM,SODIUM CHLORIDE AMPOULES 23.4 % 10 ML,20,161.3689
OCT24-SEP25,1/05/2025,202505,SENSORY ORGANS,OPHTHALMIC LABS,SODIUM,SODIUM CHLORIDE AMPOULES 23.4 % 10 ML,10,81.35126
OCT23-SEP24,1/02/2024,202402,SENSORY ORGANS,PHEBRA,ACETAZOLAMIDE,ACETAZOLAMIDE MYLAN VIAL S19A 500 MG,1,116.02557
OCT23-SEP24,1/03/2024,202403,SENSORY ORGANS,PHEBRA,ACETAZOLAMIDE,ACETAZOLAMIDE MYLAN VIAL S19A 500 MG,4,462.76866
OCT23-SEP24,1/08/2024,202408,SENSORY ORGANS,ROCHE,FARICIMAB,VABYSMO VIAL 6 MG 0.05 ML,11176,10420716.18
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,ROCHE,FARICIMAB,VABYSMO VIAL 6 MG 0.05 ML,1957,1826286.304
OCT23-SEP24,1/01/2024,202401,SENSORY ORGANS,SANDOZ,BIMATOPROST,BIMATOPROST SANDOZ EYE DROPS 0.03 % 3 ML,372,11679.45591
OCT23-SEP24,1/11/2023,202311,SENSORY ORGANS,SANDOZ,LATANOPROST,LATANOPROST SANDOZ EYE DROPS 50 Y /ML 2.5 ML,11956,183717.1286
OCT23-SEP24,1/12/2023,202312,SENSORY ORGANS,SANDOZ,LATANOPROST,LATANOPROST SANDOZ EYE DROPS 50 Y /ML 2.5 ML,13432,210539.5666
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,SANDOZ,LATANOPROST,LATANOPROST SANDOZ EYE DROPS 50 Y /ML 2.5 ML,4445,63143.57071
OCT24-SEP25,1/03/2025,202503,SENSORY ORGANS,SANDOZ,LATANOPROST,LATANOPROST SANDOZ EYE DROPS 50 Y /ML 2.5 ML,5683,79795.56643
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,SANOFI-AVENTIS,DEXAMETHASONE + FRAMYCETIN + GRAMICIDIN,OTODEX EAR DROPS 8 ML,19770,298949.4271
OCT24-SEP25,1/08/2025,202508,SENSORY ORGANS,SANOFI-AVENTIS,DEXAMETHASONE + FRAMYCETIN + GRAMICIDIN,OTODEX EAR DROPS 8 ML,20633,315715.9819
OCT23-SEP24,1/11/2023,202311,SENSORY ORGANS,SANOFI-AVENTIS,FRAMYCETIN,SOFRAMYCIN EYE/EAR DROPS 0.5 % 8 ML,13,209.85555
OCT24-SEP25,1/05/2025,202505,SENSORY ORGANS,SANOFI-AVENTIS,FRAMYCETIN,SOFRAMYCIN EYE/EAR DROPS 0.5 % 8 ML,3056,50085.85089
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,SANOFI-AVENTIS,FRAMYCETIN,SOFRAMYCIN EYE/EAR DROPS 0.5 % 8 ML,2458,41230.20282
OCT23-SEP24,1/02/2024,202402,SENSORY ORGANS,SUN PHARMACEUTICAL,CICLOSPORIN,CEQUA EYE DROPS AMPOULE 900 Y 60 X 0.25 ML,902,74608.17374
OCT24-SEP25,1/07/2025,202507,SENSORY ORGANS,SUN PHARMACEUTICAL,CICLOSPORIN,CEQUA EYE DROPS AMPOULE 900 Y 60 X 0.25 ML,1651,138502.6119
OCT23-SEP24,1/06/2024,202406,SENSORY ORGANS,TERRY WHITE CHEM,CHLORAMPHENICOL,TERRY WHITE CHEMMART CHLORAMPHENICOL EYE DROPS 10 ML,5470,26917.93256
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,TERRY WHITE CHEM,CHLORAMPHENICOL,TERRY WHITE CHEMMART CHLORAMPHENICOL EYE DROPS 10 ML,8378,41229.08665
OCT23-SEP24,1/05/2024,202405,SENSORY ORGANS,VIATRIS,CHLORAMPHENICOL,CHOLFEN EYE DROPS 0.5 % 10 ML,3,45.45955
OCT23-SEP24,1/08/2024,202408,SENSORY ORGANS,VIATRIS,CHLORAMPHENICOL,CHOLFEN EYE OINTMENT TUBE 5 G,16397,183423.3421
OCT24-SEP25,1/05/2025,202505,SENSORY ORGANS,VIATRIS,CHLORAMPHENICOL,CHOLFEN EYE OINTMENT TUBE 5 G,15147,174334.2521
OCT24-SEP25,1/02/2025,202502,SENSORY ORGANS,VIATRIS,CHLORAMPHENICOL,CHOLFEN EYE OINTMENT TUBE 5 G,14005,160943.1931
OCT24-SEP25,1/12/2024,202412,SENSORY ORGANS,VIATRIS,CHLORAMPHENICOL,CHOLFEN EYE OINTMENT TUBE 5 G,16147,181426.6623
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ABBVIE,GLECAPREVIR + PIBRENTASVIR,MAVIRET 100/40MG FILM COATED TABLETS BOTTLE 84,23,555639.7931
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ABBVIE,GLECAPREVIR + PIBRENTASVIR,MAVIRET 100/40MG TABLETS 84,240,4341583
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ABBVIE,GLECAPREVIR + PIBRENTASVIR,MAVIRET 100/40MG TABLETS 84,139,3348213.927
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ABBVIE,RITONAVIR,NORVIR TABLETS 100 MG 30,141,3986.1304
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ACCORD HEALTHCARE,ACICLOVIR,ACICLOVIR ACCORD VIAL 250 MG 10 ML,1,36.00794
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,AZITHROMYCIN,AZITHROMYCIN AFT POWDER VIAL 500 MG 5,47,5537.22037
OCT24-SEP25,1/07/2025,202507,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,AZITHROMYCIN,AZITHROMYCIN AFT POWDER VIAL 500 MG 5,22,2591.23776
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFAZOLIN,CEFAZOLIN-AFT POWDER FOR INJECTION 2 G 5,307,9183.09273
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFAZOLIN,CEFAZOLIN-AFT VIAL 1 G 5,1632,17258.57477
OCT24-SEP25,1/05/2025,202505,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFAZOLIN,CEFAZOLIN-AFT VIAL 500 MG 5,53,265
OCT24-SEP25,1/07/2025,202507,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFEPIME,CEFEPIME-AFT VIAL 1 G,76,420.09259
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFEPIME,CEFEPIME-AFT VIAL 1 G,74,827.05571
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFEPIME,CEFEPIME-AFT VIAL 2 G,33,473.6875
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFEPIME,CEFEPIME-AFT VIAL 2 G,120,1474.90909
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFEPIME,CEFEPIME-AFT VIAL 2 G,258,3912.84074
OCT23-SEP24,1/11/2023,202311,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT INJECTION SINGLE VIAL 1 G,60,625.6
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT INJECTION SINGLE VIAL 1 G,147,1190.16427
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT INJECTION SINGLE VIAL 1 G,98,1416.42667
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT POWDER INJECTION VIAL 2 G,244,2151.14077
OCT24-SEP25,1/12/2024,202412,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT POWDER INJECTION VIAL 2 G,450,3967.54109
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT POWDER INJECTION VIAL 2 G,961,8471.20034
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTAZIDIME,CEFTAZIDIME AFT POWDER INJECTION VIAL 2 G,569,5015.77211
OCT23-SEP24,1/11/2023,202311,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTRIAXONE,CEFTRIAXONE-AFT VIAL 1 G,7668,44243.94117
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTRIAXONE,CEFTRIAXONE-AFT VIAL 1 G,5408,51351.5879
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTRIAXONE,CEFTRIAXONE-AFT VIAL 2 G,493,5553.71337
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,CEFTRIAXONE,CEFTRIAXONE-AFT VIAL 500 MG,2634,35485.23965
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,PENICILLIN V,PHENOXYMET/PEN-AFT ORAL SUSP 125 MG /5ML 100 ML,1067,12541.59473
OCT24-SEP25,1/02/2025,202502,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,PENICILLIN V,PHENOXYMET/PEN-AFT ORAL SUSP 250 MG /5ML 100 ML,7267,95894.46496
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,PIPERACILLIN + TAZOBACTAM,PIPTAZ AFT VIAL 4 G /.5G,1460,40559
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,AFT PHARMACEUTICAL,VORICONAZOLE,VORICONAZOLE AFT VIAL 200 MG,3,486.77395
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,ABACAVIR + LAMIVUDINE,ABACAVIR/LAMIVUDINE VIATRIS FILM COATED TABLETS 600MG/300MG 30,17,788.545
OCT24-SEP25,1/11/2024,202411,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,ABACAVIR + LAMIVUDINE,ABACAVIR/LAMIVUDINE VIATRIS FILM COATED TABLETS 600MG/300MG 30,2,93.27
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,ALPHAMOX CAPSULES 250 MG 20,2891,35948.63687
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,ALPHAMOX CAPSULES 250 MG 20,4084,52125.09296
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,FISAMOX VIAL 1 G 10,73,2644.58285
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,FISAMOX VIAL 1 G 10,45,1629.69251
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,FISAMOX VIAL 1 G 10,35,1268.27952
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,FISAMOX VIAL 1 G 10,1,36.00794
OCT24-SEP25,1/12/2024,202412,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,FISAMOX VIAL 1 G 10,1,36.00794
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN,FISAMOX VIAL 1 G 10,25,905.53291
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO FORTE VIATRIS 875MG/125MG FILM COATED TABLETS 10,28396,424861.1463
OCT24-SEP25,1/06/2025,202506,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO FORTE VIATRIS 875MG/125MG FILM COATED TABLETS 10,32231,481137.9068
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO FORTE VIATRIS 875MG/125MG FILM COATED TABLETS 10,34875,527254.265
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO TABLETS (OLD) 500 MG /125 10,1608,22986.68063
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO TABLETS (OLD) 500 MG /125 10,15,202.43903
OCT24-SEP25,1/07/2025,202507,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO TABLETS (OLD) 500 MG /125 10,4,57.63295
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO TABLETS (OLD) 500 MG /125 10,24,341.94819
OCT24-SEP25,1/12/2024,202412,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMOXICILLIN + CLAVULANIC ACID,ALPHACLAV DUO VIATRIS 500MG/125MG FILM COATED TABLETS 10,3879,55288.03268
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AMPICILLIN,AUSTRAPEN VIAL 1 G 5,194,3295.42509
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITH DRY VIAL 500 MG /10M,93,2351
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITH DRY VIAL 500 MG /10M,110,2781
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITHROMYCIN MYLAN FILM COATED TABLETS 500 MG 2,6935,90761.77928
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITHROMYCIN MYLAN FILM COATED TABLETS 500 MG 2,388,5114.8286
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITHROMYCIN MYLAN FILM COATED TABLETS 500 MG 2,577,8368.59737
OCT24-SEP25,1/12/2024,202412,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITHROMYCIN MYLAN FILM COATED TABLETS 500 MG 2,1024,11746.02203
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITHROMYCIN MYLAN FILM COATED TABLETS 500 MG 2,156,1638.05115
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ALPHAPHARM,AZITHROMYCIN,AZITHROMYCIN MYLAN FILM COATED TABLETS 500 MG 3,491,10714
