Period,Date,MonthID,Category,Manufacturer,MOLECULE,SKU,Units,Sales
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,ACICLOVIR,ARX-ACICLOVIR TABLETS 200 MG 50,230,5900.49544
OCT24-SEP25,1/09/2025,202509,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,ACICLOVIR,ARX-ACICLOVIR TABLETS 200 MG 90,1411,47213.56751
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,ACICLOVIR,ARX-ACICLOVIR TABLETS 200 MG 90,1008,33285.95438
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,ACICLOVIR,ARX-ACICLOVIR TABLETS 800 MG 35,414,14754.75485
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR COLD SORE RELIEF FILM COATED TABLETS 500 MG 3,17484,312179.679
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR FILM COATED TABLETS 250 MG 21,797,25559.2711
OCT24-SEP25,1/02/2025,202502,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR FILM COATED TABLETS 250 MG 21,805,26204.68503
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR FILM COATED TABLETS 250 MG 56,1317,86843.30977
OCT24-SEP25,1/02/2025,202502,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR FILM COATED TABLETS 250 MG 56,1307,86546.21507
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR TABLETS (OLD) 500 MG 56,29,1988.42993
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FAMCICLOVIR,EZOVIR TABLETS (OLD) 500 MG 56,20,1376.16928
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 100 MG 28,1027,27503.21436
OCT24-SEP25,1/11/2024,202411,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 100 MG 28,1116,29682.03913
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 200 MG 28,504,23351.93555
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 200 MG 28,463,20944.69017
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 200 MG 28,603,23376.33157
OCT24-SEP25,1/09/2025,202509,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 200 MG 28,541,21473.15072
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 50 MG 28,1844,36718.2146
OCT24-SEP25,1/09/2025,202509,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,FLUCONAZOLE,DIZOLE CAPSULES 50 MG 28,1987,38852.10449
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,POSACONAZOLE,POSACONAZOLE ARX MODIFIED RELEASE TABLETS 100 MG 24,843,280441
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ARROTEX PHARMACEUTICALS,POSACONAZOLE,POSACONAZOLE ARX MODIFIED RELEASE TABLETS 100 MG 24,748,248837
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,AMOXICILLIN,AMILOXYN CAPSULES 500 MG 20,35419,529375.6371
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,AZITHROMYCIN,ZITHRO FILM COATED TABLETS 500 MG 2,13580,174329.6845
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,AZITHROMYCIN,ZITHRO FILM COATED TABLETS 500 MG 3,6824,134090.2461
OCT24-SEP25,1/06/2025,202506,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,AZITHROMYCIN,ZITHRO FILM COATED TABLETS 500 MG 3,5567,106385
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CIPROFLOXACIN,CIPROL TABLETS 250 MG 14,549,7968.09123
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CIPROFLOXACIN,CIPROL TABLETS 500 MG 14,3659,55688.62528
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CIPROFLOXACIN,CIPROL TABLETS 500 MG 14,3407,51716.75407
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CIPROFLOXACIN,CIPROL TABLETS 750 MG 14,1076,16540.54579
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CIPROFLOXACIN,CIPROL TABLETS 750 MG 14,1345,20697.11129
OCT24-SEP25,1/07/2025,202507,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CLARITHROMYCIN,CLARITHRO TABLETS 250 MG 14,21285,334815.0358
OCT24-SEP25,1/12/2024,202412,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CLARITHROMYCIN,CLARITHRO TABLETS 250 MG 14,20929,316459.5055
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CLARITHROMYCIN,CLARITHRO TABLETS 250 MG 14,13433,205698.0261
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CLINDAMYCIN,CALINDAMIN CAPSULES 150 MG 24,9843,124072.5102
OCT24-SEP25,1/05/2025,202505,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,CLINDAMYCIN,CALINDAMIN CAPSULES 150 MG 24,10606,126799.2124
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,DOXYCYCLINE,DOXSIG FILM COATED TABLETS 100 MG 21,2133,42267.95472
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,DOXYCYCLINE,DOXSIG FILM COATED TABLETS 100 MG 21,2252,45478.74767
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,DOXYCYCLINE,DOXSIG TABLETS 100 MG 7,52221,469469.6753
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,DOXYCYCLINE,DOXSIG TABLETS 50 MG 25,9684,150248.8006
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,DOXYCYCLINE,DOXSIG TABLETS 50 MG 25,10202,161001.2519
OCT24-SEP25,1/12/2024,202412,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,DOXYCYCLINE,DOXSIG TABLETS 50 MG 25,9559,144580.4463
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 125 MG 40,33,1057.74257
OCT24-SEP25,1/07/2025,202507,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 125 MG 40,33,1034.25978
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 125 MG 40,33,966.768
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 250 MG 21,674,21557.67921
OCT23-SEP24,1/10/2023,202310,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 250 MG 21,620,19926.78738
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 250 MG 56,824,54428.66446
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 500 MG 30,266,11258.4918
OCT23-SEP24,1/08/2024,202408,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 500 MG 30,253,10633.97386
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 500 MG 30,220,9106.92563
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 500 MG 30,267,11167.81306
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 500 MG 56,207,13962.8853
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,FAMCICLOVIR,FAVIC TABLETS 500 MG 56,264,18154.82187
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ISONIAZID,ISONIAZID TABLETS 100 MG 100,137,2398.50079
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ISONIAZID,ISONIAZID TABLETS 100 MG 100,202,3695.30162
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ISONIAZID,ISONIAZID TABLETS 100 MG 100,19,334.51717
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ISONIAZID,ISONIAZID TABLETS 100 MG 100,116,2117.78579
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ITRACONAZOLE,ITRANOX CAPSULES 100 MG 15,245,15214.88881
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ITRACONAZOLE,ITRANOX CAPSULES 100 MG 15,282,17307.89819
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ITRACONAZOLE,ITRANOX CAPSULES 100 MG 15,287,17986.02658
OCT24-SEP25,1/02/2025,202502,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ITRACONAZOLE,ITRANOX CAPSULES 100 MG 28,215,24552.57886
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,LAMIVUDINE,ZEFFIX TABLETS 100 MG 28,306,10602.00554
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,LAMIVUDINE,ZEFFIX TABLETS 100 MG 28,250,8672.88066
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,LAMIVUDINE,ZEFFIX TABLETS 100 MG 28,291,9122.86223
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,LINEZOLID,LINEVOX FILM COATED TABLETS 600 MG 10,6,4444.97965
OCT24-SEP25,1/02/2025,202502,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ROXITHROMYCIN,ROXAR FILM COATED TABLETS 150 MG 10,3735,51478.36089
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,ROXITHROMYCIN,ROXAR FILM COATED TABLETS 300 MG 5,3516,43815.90374
OCT23-SEP24,1/10/2023,202310,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,SULFAMETHOXAZOLE + TRIMETHOPRIM,SEPTRIN CHERRY 40 MG /200 100 ML,16,316.88693
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,SULFAMETHOXAZOLE + TRIMETHOPRIM,SEPTRIN CHERRY 40 MG /200 100 ML,4645,85424.62054
OCT23-SEP24,1/02/2024,202402,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,SULFAMETHOXAZOLE + TRIMETHOPRIM,SEPTRIN CHERRY 40 MG /200 100 ML,5191,97294.66976
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,SULFAMETHOXAZOLE + TRIMETHOPRIM,SEPTRIN CHERRY 40 MG /200 100 ML,6141,116285.0658
OCT23-SEP24,1/04/2024,202404,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,SULFAMETHOXAZOLE + TRIMETHOPRIM,SEPTRIN FORTE TABLETS 160 MG /800 10,393,6066.86734
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,TERBINAFINE,TAMSIL TABLETS 250 MG 42,1905,55199.95466
OCT24-SEP25,1/06/2025,202506,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,TERBINAFINE,TAMSIL TABLETS 250 MG 42,2024,55981.91641
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,TRIMETHOPRIM,TRIPRIM TABLETS 300 MG 7,1149,18634.53406
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX FILM COATED TABLETS 500 MG 10,152,2192.35887
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 1000 MG 4,691,24706.17467
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 1000 MG 4,667,23786.61264
OCT24-SEP25,1/05/2025,202505,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 1000 MG 4,737,26245.84657
OCT24-SEP25,1/11/2024,202411,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 1000 MG 4,665,23822.5175
OCT23-SEP24,1/07/2024,202407,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 500 MG 100,27,1500.00214
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 500 MG 30,6679,176573.4422
OCT23-SEP24,1/11/2023,202311,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,VALTREX TABLETS 500 MG 30,7768,204863.6885
OCT23-SEP24,1/01/2024,202401,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 10,616,7471.74454
OCT23-SEP24,1/11/2023,202311,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 10,538,6618.11896
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 10,517,6469.36534
OCT24-SEP25,1/05/2025,202505,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 10,700,8690.92234
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 10,574,7033.50285
OCT24-SEP25,1/07/2025,202507,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 10,597,7662.0596
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 30,10243,267960.2363
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VALACICLOVIR,ZELITREX TABLETS 500 MG 42,2136,67130.00919
OCT23-SEP24,1/11/2023,202311,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VORICONAZOLE,VZOLE FILM COATED TABLETS 200 MG 56,86,49737
OCT24-SEP25,1/10/2024,202410,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VORICONAZOLE,VZOLE FILM COATED TABLETS 200 MG 56,91,52629
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ARROW PHARMA,VORICONAZOLE,VZOLE FILM COATED TABLETS 200 MG 56,103,59569
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL CAPSULES 250 MG 20,1108,16322.04276
OCT24-SEP25,1/02/2025,202502,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL CAPSULES 250 MG 20,787,11860.09404
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL CAPSULES 500 MG 20,22474,373821.3192
OCT23-SEP24,1/09/2024,202409,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL CAPSULES 500 MG 20,18648,312652.2927
OCT24-SEP25,1/11/2024,202411,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL CAPSULES 500 MG 20,16293,274011.9903
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL DROPS 100 MG PAED 20 ML,4235,72958.21123
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL DROPS 100 MG PAED 20 ML,5089,87903.52709
OCT23-SEP24,1/05/2024,202405,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL DROPS 100 MG PAED 20 ML,6787,116896.804
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL DROPS 100 MG PAED 20 ML,2320,40897.58984
OCT24-SEP25,1/11/2024,202411,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL DROPS 100 MG PAED 20 ML,3471,60431.22622
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL SYRUP S/FREE 125 MG 100 ML,1508,25224.68498
OCT23-SEP24,1/10/2023,202310,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL SYRUP S/FREE 125 MG 100 ML,1872,32024.5775
OCT24-SEP25,1/03/2025,202503,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL SYRUP S/FREE 125 MG 100 ML,870,15338.18831
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL SYRUP S/FREE 250 MG FORT 100 ML,6202,110473.8026
OCT24-SEP25,1/11/2024,202411,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL SYRUP S/FREE 250 MG FORT 100 ML,3571,62927.41299
OCT24-SEP25,1/01/2025,202501,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN,AMOXIL SYRUP S/FREE 250 MG FORT 100 ML,2271,40538.76206
OCT23-SEP24,1/11/2023,202311,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN + CLAVULANIC ACID,AUGMENTIN DUO FORT TAB 875 MG 10,18410,351014.8509
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN + CLAVULANIC ACID,AUGMENTIN DUO FORT TAB 875 MG 10,20514,389121.0036
OCT24-SEP25,1/04/2025,202504,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN + CLAVULANIC ACID,AUGMENTIN DUO SYRUP 400 MG 60 ML,2018,39216.12728
OCT23-SEP24,1/12/2023,202312,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,AMOXICILLIN + CLAVULANIC ACID,AUGMENTIN DUO TABLET 500 MG 10,3263,55441.20476
OCT23-SEP24,1/06/2024,202406,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,CEFALEXIN,KEFLEX CAPSULES 250 MG 20,2040,30209.57968
OCT23-SEP24,1/10/2023,202310,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,CEFALEXIN,KEFLEX CAPSULES 500 MG 20,21292,389389.8343
OCT23-SEP24,1/03/2024,202403,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,CEFALEXIN,KEFLEX CAPSULES 500 MG 20,23045,420211.4411
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,CEFALEXIN,KEFLEX CAPSULES 500 MG 20,19148,354281.0028
OCT24-SEP25,1/09/2025,202509,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,CEFALEXIN,KEFLEX GRAN SYRUP 125 MG /5ML 100 ML,282,4823.59328
OCT24-SEP25,1/08/2025,202508,SYSTEMIC ANTI-INFECTIVES,ASPEN PHARMA PL,CEFALEXIN,KEFLEX GRAN SYRUP 125 MG /5ML 100 ML,282,4752.03761
OCT24-SEP25,1/05/2025,202505,SENSORY ORGANS,BAUSCH & LOMB,TETRACAINE,MINIMS/AMETHOCAINE STERILE SOLN 0.5 % 20 X 0.4 ML,156,12534.0922
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,BAUSCH & LOMB,TETRACAINE,MINIMS/AMETHOCAINE STERILE SOLN 0.5 % 20 X 0.4 ML,186,13689.32187
OCT24-SEP25,1/02/2025,202502,SENSORY ORGANS,BAUSCH & LOMB,TETRACAINE,MINIMS/AMETHOCAINE STERILE SOLN 0.5 % 20 X 0.4 ML,80,6944.96454
OCT23-SEP24,1/08/2024,202408,SENSORY ORGANS,BAUSCH & LOMB,TROPICAMIDE,MINIMS/TROPICAMIDE STERILE SOLN 0.5 % 20 X 0.5 ML,9,665.91
OCT23-SEP24,1/09/2024,202409,SENSORY ORGANS,BAUSCH & LOMB,TROPICAMIDE,MINIMS/TROPICAMIDE STERILE SOLN 1 % 20 X 0.5 ML,287,23662.65517
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,BAUSCH & LOMB,TROPICAMIDE,MINIMS/TROPICAMIDE STERILE SOLN 1 % 20 X 0.5 ML,254,18073.878
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA PRE FILLED SYRINGE 40 MG/ML 0.09 ML,29798,26512129.77
OCT24-SEP25,1/12/2024,202412,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA PRE FILLED SYRINGE 40 MG/ML 0.09 ML,30101,26775010.2
OCT24-SEP25,1/08/2025,202508,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA PRE FILLED SYRINGE 40 MG/ML 0.09 ML,26678,23749895.45
OCT23-SEP24,1/09/2024,202409,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA VIAL 2 MG 0.05 ML,1484,1314264.838
OCT24-SEP25,1/09/2025,202509,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA VIAL 2 MG 0.05 ML,844,749419.6065
OCT24-SEP25,1/08/2025,202508,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA VIAL 2 MG 0.05 ML,895,794841.494
OCT24-SEP25,1/03/2025,202503,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA VIAL 2 MG 0.05 ML,1131,1002696.866
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA VIAL 8 MG,9792,9134766.114
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,BAYER PHARMA,AFLIBERCEPT,EYLEA VIAL 8 MG,7757,7239188.883
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,CLINECT,APRACLONIDINE,IOPIDINE EYE DROPS 0.5 % 5 ML,541,22327.3701
OCT24-SEP25,1/12/2024,202412,SENSORY ORGANS,CLINECT,APRACLONIDINE,IOPIDINE EYE DROPS 0.5 % 5 ML,545,22443.19559
OCT24-SEP25,1/06/2025,202506,SENSORY ORGANS,CLINECT,APRACLONIDINE,IOPIDINE EYE DROPS 0.5 % 5 ML,502,20749.76448
OCT23-SEP24,1/10/2023,202310,SENSORY ORGANS,J&J VISION,FLUORESCEIN,FLUORET S/OPHTH STRIP 0.6 MG 100,1,32.00705
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,J&J VISION,FLUORESCEIN,FLUORET S/OPHTH STRIP 0.6 MG 100,16,520.11463
OCT24-SEP25,1/11/2024,202411,SENSORY ORGANS,LINK MEDICAL PROD,TIMOLOL,TIMOPTOL LA EYE DROPS S19A 0.5 % 2.5 ML,4269,188541.8304
OCT24-SEP25,1/12/2024,202412,SENSORY ORGANS,LINK MEDICAL PROD,TIMOLOL,TIMOPTOL LA EYE DROPS S19A 0.5 % 2.5 ML,6237,276796.3276
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,MEDSURGE HEALTHCARE PTY LTD,KETOROLAC,KETOMED 5MG/ML EYEDROP BOTTLE 5 ML,2,25.9
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,MEDSURGE HEALTHCARE PTY LTD,KETOROLAC,KETOMED 5MG/ML EYEDROP BOTTLE 5 ML,2,35.30333
OCT23-SEP24,1/04/2024,202404,SENSORY ORGANS,MUNDIPHARMA,DORZOLAMIDE,TRUSOPT EYE DROPS 2 % 5 ML,4631,79795.29359
OCT24-SEP25,1/10/2024,202410,SENSORY ORGANS,MUNDIPHARMA,DORZOLAMIDE,TRUSOPT EYE DROPS 2 % 5 ML,3652,63138.86333
OCT24-SEP25,1/04/2025,202504,SENSORY ORGANS,MUNDIPHARMA,DORZOLAMIDE,TRUSOPT EYE DROPS 2 % 5 ML,2432,39963.57555
OCT23-SEP24,1/01/2024,202401,SENSORY ORGANS,MUNDIPHARMA,TAFLUPROST,SAFLUTAN EYE DROPS 0.001 % 30 X 0.3 ML,400,14067.54228
